"year","student_id","present","excusedabsent","excusedtardy","absent","tardy","truant","inschoolsuspension","suspended"
"2016","14415","27","0","0","0","2","0","0","0"
"2016","15212","29","0","0","1","0","0","0","0"
"2016","16542","24","0","0","0","4","0","0","0"
"2016","10563","23","0","0","0","5","0","0","0"
"2013","3966","115","0","0","15","42","2","0","0"
"2016","13666","24","0","0","2","2","0","0","0"
"2016","13709","28","0","0","1","0","0","0","0"
"2016","13868","23","0","0","1","3","0","0","0"
"2015","14288","167","0","0","0","1","0","0","0"
"2016","6721","29","0","0","0","0","0","0","0"
"2015","12498","171","0","0","0","0","0","0","0"
"2013","6503","182","0","0","0","0","0","0","0"
"2015","14498","116","0","0","6","53","1","0","0"
"2014","12340","178","0","0","0","1","0","0","0"
"2013","11728","109","0","0","1","64","10","0","4"
"2012","6584","0","0","0","13","0","0","0","0"
"2015","14313","169","0","0","0","6","0","0","0"
"2015","6867","147","0","0","10","16","0","0","0"
"2015","15072","150","0","0","0","26","0","0","0"
"2014","12363","140","0","0","3","33","1","0","0"
"2015","6906","174","0","0","0","1","0","0","0"
"2015","6868","160","0","0","6","5","0","0","0"
"2012","6755","0","0","0","6","2","0","0","0"
"2014","13512","78","0","0","5","67","6","0","0"
"2013","10801","176","0","0","4","0","0","0","0"
"2014","7030","172","0","0","2","9","0","0","0"
"2015","11530","172","0","0","0","2","0","0","0"
"2012","2706","0","0","0","2","46","0","0","1"
"2014","6381","159","0","0","9","7","0","0","0"
"2016","14220","28","0","0","0","0","0","0","0"
"2015","10801","160","0","0","4","0","1","0","0"
"2016","11874","28","0","0","0","1","0","0","0"
"2015","6387","168","0","0","1","5","0","0","0"
"2015","12797","149","0","0","18","0","0","0","0"
"2016","6450","21","0","0","0","6","0","0","0"
"2012","6469","0","0","0","1","0","0","0","0"
"2015","14939","42","0","0","9","8","0","0","0"
"2014","11506","134","0","0","7","34","0","0","0"
"2015","13821","169","0","0","0","4","0","0","0"
"2014","12996","166","0","0","3","13","0","0","0"
"2015","13155","159","0","0","4","6","0","0","0"
"2016","10529","29","0","0","0","0","0","0","0"
"2014","13450","47","0","1","25","65","33","0","0"
"2015","14978","159","0","0","1","3","0","0","0"
"2014","6529","155","0","0","5","5","1","0","8"
"2016","16572","18","0","0","0","9","1","0","0"
"2016","11671","6","0","0","0","17","6","0","0"
"2016","6359","27","0","0","0","0","0","0","0"
"2016","3505","27","0","0","1","0","0","0","0"
"2016","15046","27","0","0","0","0","1","0","0"
"2014","12859","180","0","0","3","1","0","0","0"
"2016","16888","21","0","0","0","1","0","0","0"
"2015","14602","174","0","0","0","0","0","0","0"
"2012","6542","0","0","0","2","0","0","0","0"
"2013","3084","173","0","0","0","2","0","0","0"
"2014","11721","126","0","0","19","27","3","0","0"
"2015","13643","159","0","0","0","5","0","0","0"
"2016","11254","28","0","0","0","1","0","0","0"
"2014","7093","178","0","0","1","0","0","0","0"
"2014","6444","176","0","0","2","1","0","0","0"
"2013","11917","34","0","0","7","5","2","0","0"
"2016","15861","29","0","0","0","0","0","0","0"
"2016","12443","28","0","0","0","0","0","0","0"
"2014","6651","172","0","0","1","1","0","0","0"
"2015","14017","137","0","0","9","8","1","0","0"
"2015","13995","156","0","0","7","7","0","0","0"
"2015","14769","135","0","0","17","21","0","0","0"
"2015","14121","171","0","0","1","1","0","0","0"
"2013","6450","155","0","0","8","17","3","0","0"
"2014","13460","12","0","0","12","0","2","0","2"
"2016","16432","29","0","0","0","0","0","0","0"
"2012","3168","0","0","0","1","1","0","0","0"
"2013","11819","15","0","0","0","0","0","0","0"
"2014","10864","179","0","0","0","1","1","0","0"
"2014","12463","53","0","0","8","102","10","0","0"
"2016","13032","28","0","0","0","1","0","0","0"
"2015","14086","125","0","0","17","18","5","0","0"
"2015","11017","169","0","0","1","2","0","0","0"
"2016","6652","16","0","0","2","8","1","0","0"
"2016","15866","28","0","0","0","0","0","0","0"
"2015","13722","123","0","0","6","41","1","0","0"
"2016","13296","29","0","0","0","0","0","0","0"
"2015","15160","70","0","0","8","78","13","0","0"
"2015","13114","161","0","0","0","8","1","0","0"
"2012","2903","0","0","0","2","0","0","0","0"
"2015","15252","54","0","0","7","22","1","0","0"
"2016","14280","26","0","0","1","0","0","0","0"
"2016","13886","22","0","0","1","5","0","0","0"
"2016","12883","29","0","0","1","0","0","0","0"
"2015","10695","147","0","0","5","10","6","0","0"
"2012","3341","0","0","0","1","0","0","0","0"
"2013","3395","142","0","0","15","12","11","0","0"
"2016","16740","17","0","0","3","4","0","0","0"
"2016","11740","27","0","0","0","2","0","0","0"
"2016","14784","25","0","0","0","0","0","0","0"
"2014","11469","133","0","0","4","32","1","0","0"
"2016","16065","29","0","0","0","0","0","0","0"
"2014","3100","148","0","0","8","16","3","0","0"
"2015","10321","169","0","0","2","1","1","0","0"
"2012","6364","0","0","0","5","1","0","0","0"
"2015","12022","151","0","0","0","5","1","0","0"
"2014","6507","160","0","0","1","19","4","0","0"
"2015","7136","167","0","0","2","1","0","0","0"
"2014","11968","148","0","1","1","26","1","0","0"
"2013","11127","183","0","0","0","0","0","0","0"
"2015","15177","150","0","0","2","13","0","0","0"
"2012","6717","0","0","0","0","14","0","0","0"
"2013","10625","175","0","0","0","0","0","0","0"
"2013","11878","89","0","0","10","56","17","0","0"
"2016","14488","21","0","0","6","2","0","0","0"
"2012","3131","0","0","0","6","66","0","0","0"
"2014","12883","150","0","0","20","8","0","0","0"
"2016","10561","24","0","0","3","2","0","0","0"
"2016","13289","30","0","0","0","0","0","0","0"
"2016","16288","29","0","0","0","0","0","0","0"
"2016","10649","29","0","0","0","0","0","0","0"
"2015","13391","161","0","0","4","4","0","0","0"
"2015","10560","171","0","0","1","0","0","0","0"
"2016","16471","26","0","0","2","0","0","0","0"
"2014","10720","166","0","0","7","2","0","0","0"
"2014","13516","142","0","0","3","16","0","0","0"
"2015","12504","171","0","0","1","2","0","0","0"
"2016","7151","29","0","0","0","0","0","0","0"
"2016","15644","22","0","0","1","5","0","0","0"
"2014","11671","48","0","0","15","56","56","0","0"
"2015","12355","170","0","0","0","0","0","0","0"
"2016","15795","7","0","0","0","0","0","0","0"
"2015","13448","113","0","0","3","46","7","0","0"
"2015","12705","85","0","0","5","78","0","0","0"
"2016","6662","29","0","0","0","0","0","0","0"
"2013","6697","164","0","0","0","0","0","0","0"
"2014","7045","172","0","1","0","8","1","0","0"
"2015","7050","169","0","0","2","0","1","0","0"
"2013","6707","163","0","0","2","4","1","0","0"
"2013","6891","166","0","0","3","2","0","0","0"
"2016","14676","28","0","0","0","0","0","0","0"
"2014","12416","175","0","0","0","0","0","0","0"
"2015","10894","172","0","0","1","2","0","0","0"
"2014","10855","174","0","0","1","0","0","0","0"
"2016","16751","18","0","0","2","9","0","0","0"
"2013","6774","154","0","1","7","15","2","0","0"
"2016","15410","27","0","0","0","0","0","0","0"
"2016","16115","22","0","0","2","4","1","0","0"
"2015","3443","154","0","0","15","0","0","0","0"
"2013","3526","163","0","0","7","1","0","0","0"
"2015","11920","166","0","0","1","3","0","0","0"
"2016","15481","27","0","0","0","2","0","0","0"
"2012","7063","0","0","0","0","13","0","0","0"
"2016","16345","27","0","0","0","3","0","0","0"
"2013","3184","175","0","0","0","0","0","0","0"
"2016","14762","20","0","0","0","8","0","0","0"
"2016","13010","26","0","0","0","0","0","0","0"
"2014","6428","182","0","0","3","0","0","0","0"
"2016","13646","27","0","0","0","1","0","0","0"
"2016","13683","29","0","0","0","0","0","0","0"
"2013","2760","142","0","0","5","24","4","0","0"
"2012","7198","0","0","0","8","0","0","0","0"
"2013","11347","175","0","0","0","0","0","0","0"
"2014","12909","130","0","0","12","22","11","0","0"
"2015","12662","162","0","0","3","3","4","0","0"
"2016","12759","29","0","0","0","1","0","0","0"
"2016","15352","29","0","0","0","0","0","0","0"
"2012","6819","0","0","0","3","2","0","0","0"
"2016","16480","21","0","0","1","7","0","0","0"
"2016","6870","22","0","0","1","2","0","0","0"
"2014","11589","179","0","1","1","0","0","0","0"
"2016","14935","21","0","0","2","1","0","0","0"
"2012","3224","0","0","0","0","1","0","0","0"
"2013","11350","2","0","0","0","0","0","0","0"
"2015","15061","171","0","0","0","0","0","0","0"
"2015","15060","170","0","0","2","1","0","0","0"
"2014","6945","139","0","0","15","24","5","0","0"
"2013","10843","180","0","0","4","0","0","0","0"
"2016","13751","29","0","0","0","0","0","0","0"
"2016","14022","17","0","0","0","7","1","0","0"
"2015","6378","175","0","0","0","0","0","0","0"
"2015","13939","175","0","0","0","0","0","0","0"
"2016","6575","29","0","0","0","0","0","0","0"
"2014","10948","141","0","0","14","8","4","0","0"
"2015","6959","174","0","0","0","1","0","0","0"
"2015","13136","147","0","0","6","16","5","0","0"
"2016","13599","28","0","0","0","0","0","0","0"
"2015","14664","148","0","0","8","17","0","0","0"
"2015","14009","141","0","0","15","9","0","0","0"
"2014","6411","170","0","0","4","0","1","0","0"
"2014","10757","180","0","0","0","0","0","0","0"
"2014","11893","180","0","0","0","0","0","0","0"
"2015","12361","153","0","0","16","6","0","0","0"
"2016","14219","28","0","0","0","2","0","0","0"
"2016","16490","15","0","0","1","11","1","0","0"
"2012","6766","0","0","0","3","2","0","0","0"
"2012","6697","0","0","0","1","0","0","0","0"
"2012","3487","0","0","0","0","3","0","0","0"
"2013","6894","154","0","0","2","15","1","0","0"
"2013","10933","92","0","0","21","64","5","0","0"
"2014","12048","171","0","0","1","3","0","0","0"
"2012","3500","0","0","0","1","9","0","0","0"
"2014","13345","158","0","1","6","7","9","0","0"
"2014","13431","164","0","0","8","0","0","0","0"
"2015","11927","172","0","0","2","0","0","0","0"
"2015","12451","159","0","0","0","1","0","0","0"
"2012","7142","0","0","0","1","0","0","0","0"
"2015","13915","175","0","0","0","0","0","0","0"
"2014","2835","163","0","0","3","5","0","0","0"
"2016","12943","29","0","0","0","0","0","0","0"
"2016","10344","23","0","0","3","0","0","0","0"
"2013","3363","166","0","0","3","3","1","0","0"
"2015","12425","171","0","0","1","1","0","0","0"
"2012","6395","0","0","0","1","0","0","0","0"
"2014","12569","183","0","0","0","0","0","0","0"
"2015","7173","142","0","0","4","21","1","0","0"
"2016","12320","29","0","0","0","0","0","0","0"
"2013","3446","174","0","0","1","0","0","0","0"
"2014","11299","174","0","0","0","9","0","0","0"
"2016","13688","27","0","0","1","0","0","0","0"
"2016","10187","26","0","0","0","1","0","0","0"
"2014","11698","177","0","0","0","0","1","0","0"
"2016","13131","29","0","0","0","0","0","0","0"
"2014","12584","173","0","0","0","10","0","0","0"
"2015","13781","167","0","0","4","0","0","0","0"
"2012","7032","0","0","0","8","1","0","0","0"
"2014","3335","175","0","0","0","0","0","0","0"
"2014","10567","150","0","0","16","8","0","0","0"
"2015","11045","172","0","0","0","0","0","0","0"
"2016","14985","25","0","0","1","0","0","0","0"
"2014","3297","134","0","0","7","11","17","0","0"
"2012","3549","8","0","0","1","1","0","0","0"
"2015","14620","148","0","0","12","13","2","0","0"
"2016","15392","19","0","0","1","7","0","0","0"
"2014","6583","177","0","0","1","4","0","0","0"
"2013","3429","169","0","0","3","3","0","0","0"
"2015","15044","149","0","0","8","17","1","0","0"
"2015","14951","60","0","0","15","54","48","0","0"
"2016","15473","24","0","0","3","1","1","0","0"
"2016","16597","13","0","0","2","11","4","0","0"
"2012","6709","0","0","0","6","22","0","0","0"
"2014","6778","174","0","0","6","1","0","0","0"
"2016","16113","21","0","0","2","0","0","0","0"
"2014","3389","174","0","0","0","0","0","1","0"
"2014","11568","162","0","1","6","11","2","0","0"
"2016","13061","28","0","0","1","0","0","0","0"
"2014","6872","174","0","0","1","0","0","0","0"
"2015","10835","106","0","0","5","61","0","3","0"
"2015","12762","148","0","0","3","22","2","0","0"
"2013","3240","159","0","0","10","6","0","0","0"
"2016","16485","29","0","0","0","0","0","0","0"
"2015","11664","173","0","0","1","0","0","0","0"
"2015","13433","178","0","0","1","0","0","0","0"
"2016","12530","26","0","0","2","0","0","0","0"
"2015","10304","98","0","0","5","27","39","0","0"
"2015","7086","175","0","0","0","0","0","0","0"
"2015","12544","161","0","0","1","11","0","0","0"
"2015","6485","175","0","0","0","0","0","0","0"
"2014","3258","150","0","0","9","9","1","0","0"
"2016","14307","3","0","0","0","11","14","0","0"
"2013","10686","168","0","0","0","0","0","0","0"
"2015","7131","163","0","0","0","6","0","0","0"
"2012","6514","0","0","0","2","2","0","0","0"
"2015","14245","124","0","0","14","37","1","0","0"
"2013","6617","182","0","0","1","0","0","0","0"
"2014","11627","162","0","0","4","15","2","0","0"
"2016","15638","17","0","0","2","8","0","0","0"
"2016","16250","26","0","0","0","1","2","0","0"
"2013","6801","165","0","0","0","7","0","0","0"
"2016","16558","24","0","0","2","3","0","0","0"
"2014","3208","138","0","0","17","18","0","0","0"
"2016","11377","18","0","0","0","4","1","0","0"
"2015","13158","176","0","0","0","0","0","0","0"
"2013","12044","96","0","0","2","0","0","0","0"
"2016","16153","26","0","0","0","0","0","0","0"
"2014","10996","172","0","0","2","0","0","0","0"
"2015","14381","154","0","0","4","1","1","0","0"
"2016","10473","24","0","0","0","3","0","0","0"
"2015","7085","172","0","0","0","0","0","0","0"
"2013","11138","161","0","0","0","21","0","0","0"
"2013","10855","171","0","0","0","2","2","0","0"
"2016","15932","27","0","0","0","0","0","0","0"
"2016","15270","26","0","0","0","2","0","0","0"
"2012","3455","1","0","0","0","1","0","0","0"
"2014","6740","156","0","0","4","11","1","0","0"
"2015","6431","163","0","0","0","3","0","0","0"
"2016","14492","29","0","0","0","1","0","0","0"
"2015","14321","157","0","0","13","5","0","0","0"
"2012","6763","0","0","0","6","1","0","0","0"
"2013","11882","163","0","0","0","16","0","0","0"
"2016","14128","28","0","0","1","0","0","0","0"
"2016","11181","27","0","0","0","1","1","0","0"
"2014","7069","170","0","0","6","3","0","0","0"
"2016","6509","29","0","0","0","0","0","0","0"
"2013","6382","182","0","0","0","0","0","0","0"
"2015","14621","173","0","0","0","0","0","0","0"
"2016","14823","23","0","0","0","5","0","0","0"
"2013","10956","179","0","0","1","2","0","0","0"
"2013","10560","181","0","0","0","0","0","0","0"
"2015","11441","164","0","0","6","0","0","0","0"
"2016","11398","29","0","0","0","0","0","0","0"
"2012","6689","0","0","0","6","27","0","0","0"
"2014","3157","139","0","0","1","34","1","0","0"
"2015","14171","160","0","0","4","1","0","0","0"
"2012","2371","0","0","0","3","7","0","0","0"
"2014","12983","185","0","0","0","0","0","0","0"
"2016","16969","10","0","0","0","0","0","0","0"
"2012","2470","0","0","0","1","0","0","0","0"
"2012","3129","0","0","0","4","2","0","0","0"
"2013","12010","101","0","0","17","27","3","1","0"
"2013","11501","146","0","0","6","25","6","0","0"
"2014","13003","111","0","0","8","55","1","0","0"
"2015","13949","134","0","0","13","22","3","0","0"
"2015","10625","175","0","0","0","0","0","0","0"
"2013","6933","8","0","0","0","0","0","0","0"
"2015","7083","134","0","0","3","38","0","0","0"
"2013","3932","147","0","0","4","29","0","0","0"
"2016","12355","29","0","0","0","0","0","0","0"
"2014","3468","174","0","0","0","1","0","0","0"
"2014","11278","157","0","1","11","5","0","0","0"
"2013","2797","128","0","0","12","3","0","0","0"
"2013","10884","167","0","0","4","4","0","0","0"
"2016","15752","25","0","0","1","3","0","0","0"
"2016","12379","28","0","0","1","0","0","0","0"
"2014","13030","184","0","0","0","0","0","0","0"
"2013","7140","166","0","0","6","4","1","0","0"
"2016","15344","30","0","0","0","0","0","0","0"
"2016","10872","28","0","0","0","1","0","0","0"
"2014","12686","175","0","0","0","0","0","0","0"
"2015","13728","173","0","0","0","0","0","0","0"
"2015","6580","160","0","0","1","7","0","0","0"
"2014","12744","138","0","0","12","24","0","0","0"
"2015","6386","170","0","1","0","0","0","0","0"
"2016","6822","27","0","0","0","0","0","0","0"
