caaspp_2015_math_id,student_id,caaspp_2015_math_testGradeLevel,caaspp_2015_math_testTakenText,caaspp_2015_assessType,caaspp_2015_math_testDate,caaspp_2015_math_performanceLevel,caaspp_2015_math_performanceLevelText,caaspp_2015_math_scaleScore,caaspp_2015_math_errorbandMin,caaspp_2015_math_errorbandMax,caaspp_2015_math_cluster1Text,caaspp_2015_math_cluster1PerformanceLevel,caaspp_2015_math_cluster1PerformanceLevelText,caaspp_2015_math_cluster1ScaleScore,caaspp_2015_math_cluster1errorbandMin,caaspp_2015_math_cluster1errorbandMax,caaspp_2015_math_cluster2Text,caaspp_2015_math_cluster2PerformanceLevel,caaspp_2015_math_cluster2PerformanceLevelText,caaspp_2015_math_cluster2ScaleScore,caaspp_2015_math_cluster2errorbandMin,caaspp_2015_math_cluster2errorbandMax,caaspp_2015_math_cluster3Text,caaspp_2015_math_cluster3PerformanceLevel,caaspp_2015_math_cluster3PerformanceLevelText,caaspp_2015_math_cluster3ScaleScore,caaspp_2015_math_cluster3errorbandMin,caaspp_2015_math_cluster3errorbandMax,caaspp_2015_math_cluster4Text,caaspp_2015_math_cluster4PerformanceLevel,caaspp_2015_math_cluster4PerformanceLevelText,caaspp_2015_math_cluster4ScaleScore,caaspp_2015_math_cluster4errorbandMin,caaspp_2015_math_cluster4errorbandMax,caaspp_2015_assessYear,caaspp_2015_assessSubject,caaspp_2015_assessmentGuid,caaspp_2015_assessmentLocationID,caaspp_2015_assessmentLocation,caaspp_2015_assessmentLevel,caaspp_2015_math_accomASL,caaspp_2015_math_accomNoiseBuffer,caaspp_2015_math_accomPrintOnDemandItems,caaspp_2015_math_accomBraille,caaspp_2015_math_accomClosedCaptioning,caaspp_2015_math_accomTextToSpeech,caaspp_2015_math_accomAbacus,caaspp_2015_math_accomAlternateResponseOptions,caaspp_2015_math_accomCalc,caaspp_2015_math_accomMultiplicationTable,caaspp_2015_math_accomPrintOnDemand,caaspp_2015_math_accomReadAloud,caaspp_2015_math_accomScribe,caaspp_2015_math_accomSpeechToText,caaspp_2015_math_accomStreamLineMode
1002,6523,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2587,2568,2606,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
849,14841,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2598,2577,2619,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1833,12889,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2457,2424,2490,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1307,11404,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2530,2508,2552,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1072,6510,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2580,2559,2601,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1205,10663,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2480,2449,2511,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1896,12030,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2510,2482,2538,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1858,12032,7,Grade 7 Math Summative (Final),Summative (Final),\N,3,Standard Met,2584,2562,2606,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
826,12689,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2470,2446,2494,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1801,12701,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2602,2582,2622,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1989,7122,5,Grade 5 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2584,2567,2601,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1508,11187,5,Grade 5 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2403,2375,2431,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1660,11779,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2470,2438,2502,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1396,11422,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2514,2491,2537,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
683,14542,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2500,2471,2529,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2044,14845,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2407,2368,2446,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
940,13036,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2479,2455,2503,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
945,13112,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2518,2496,2540,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1280,12504,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2584,2562,2606,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1377,14620,5,Grade 5 Math Summative (Final),Summative (Final),\N,3,Standard Met,2559,2539,2579,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1117,13173,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2550,2529,2571,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2228,3383,8,Grade 8 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2471,2434,2508,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2062,13289,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2487,2462,2512,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2163,11710,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2478,2449,2507,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2212,14595,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2454,2426,2482,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1229,13078,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2490,2466,2514,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1905,15184,7,Grade 7 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2665,2646,2684,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,3,Above Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1859,13157,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2502,2474,2530,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2301,3939,8,Grade 8 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2526,2498,2554,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2307,11690,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2504,2477,2531,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2344,10760,7,Grade 7 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2416,2378,2454,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1702,11924,7,Grade 7 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2552,2528,2576,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2024,14787,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2475,2451,2499,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2153,14310,5,Grade 5 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2423,2396,2450,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
861,13301,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2571,2549,2593,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
745,13934,5,Grade 5 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2403,2376,2430,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
830,12647,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2414,2386,2442,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1069,14663,5,Grade 5 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2434,2409,2459,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
491,7132,3,Grade 3 Math Summative (Final),Summative (Final),\N,3,Standard Met,2474,2457,2491,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
883,14457,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2478,2454,2502,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
892,15127,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2504,2482,2526,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2239,12907,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2596,2576,2616,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1705,12404,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2317,2276,2358,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1141,12878,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2537,2515,2559,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
749,12712,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2566,2543,2589,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
946,12828,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2592,2573,2611,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
980,12983,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2488,2465,2511,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1272,12519,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2604,2582,2626,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,3,Above Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
950,6370,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2446,2419,2473,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1445,12602,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2459,2434,2484,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
727,14517,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2464,2439,2489,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1700,13396,5,Grade 5 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2470,2447,2493,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1811,13389,6,Grade 6 Math Summative (Final),Summative (Final),\N,2,Standard Nearly Met,2546,2525,2567,Concepts & Procedures,2,At/Near Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1787,13505,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2567,2545,2589,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1839,14139,6,Grade 6 Math Summative (Final),Summative (Final),\N,4,Standard Exceeded,2618,2598,2638,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1198,14758,6,Grade 6 Math Summative (Final),Summative (Final),\N,3,Standard Met,2588,2568,2608,Concepts & Procedures,3,Above Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1841,14136,5,Grade 5 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2397,2368,2426,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,2,At/Near Standard,\N,\N,\N,Communicating Reasoning,2,At/Near Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2048,13120,6,Grade 6 Math Summative (Final),Summative (Final),\N,1,Standard Not Met,2345,2307,2383,Concepts & Procedures,1,Below Standard,\N,\N,\N,Problem Solving & Modeling/Data,1,Below Standard,\N,\N,\N,Communicating Reasoning,1,Below Standard,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
